순번,테이블명,테이블한글명,컬럼명,컬럼한글명,타입,크기,PK(Y),FK (Y),NOT NULL (Y),Default,비고,AS_IS,AS_IS 코드 테이블 및 컬럼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_AUTHRT,권한정보,STTS_YN,상태여부,CHAR,1,,,,default 'Y',,"SYSTEM_POSITION.DELETED_AT
SYS_GROUP.STATUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_AUTHRT,권한정보,DEPT_CD,부서코드,VARCHAR,5,,,,,,SYS_GROUP.BRANCH_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_AUTHRT,권한정보,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,SYSTEM_POSITION.CREATEDBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SYS_AUTHRT,권한정보,REG_DT,등록일시,DATETIME,,,,,default NOW(),,SYSTEM_POSITION.CREATEDDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SYS_AUTHRT,권한정보,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,SYSTEM_POSITION.MODIFIEDBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SYS_AUTHRT,권한정보,MDFCN_DT,수정일시,DATETIME,,,,,,,SYSTEM_POSITION.MODIFIEDDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_ACS_GRP_MENU,메뉴권한그룹,MENU_CD,메뉴코드,VARCHAR,100,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_ACS_GRP_MENU,메뉴권한그룹,ACS_RTS_GRP_ID,권한그룹 아이디,VARCHAR,100,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_ACS_GRP_MENU,메뉴권한그룹,SYS_CRT_DT,시스템생성일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_ACS_GRP_MENU,메뉴권한그룹,SYS_CRT_USR_ID,시스템생성자ID,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_ACS_GRP_MENU,메뉴권한그룹,SYS_UPD_DT,시스템수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_ACS_GRP_MENU,메뉴권한그룹,SYS_UPD_USR_ID,시스템수정자ID,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_BBS,게시판,BBS_MST_ID,게시판마스터ID,VARCHAR,50,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_BBS,게시판,BBS_ID,게시판 ID,VARCHAR,50,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_BBS,게시판,BBS_NM,게시판 이름,VARCHAR,200,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_BBS,게시판,BBS_MANAGER,게시판 관리자,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_BBS,게시판,FILE_YN,파일첨부 가능 여부,VARCHAR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_BBS,게시판,REPLY_YN,댓글 가능 여부,VARCHAR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SYS_BBS,게시판,SYS_CRT_USR_ID,시스템생성자ID,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SYS_BBS,게시판,SYS_CRT_DT,시스템생성일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SYS_BBS,게시판,SYS_UPD_USR_ID,시스템수정자ID,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SYS_BBS,게시판,SYS_UPD_DT,시스템수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,SYS_BBS,게시판,P_MENU_CD,상위 메뉴코드,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,SYS_BBS,게시판,BBS_TYPE,게시판 유형,VARCHAR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_BBS_MST,게시판 마스터,BBS_MST_ID,게시판 고유 코드,VARCHAR,50,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_BBS_MST,게시판 마스터,BBS_NM,게시판 명칭,VARCHAR,100,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_BBS_MST,게시판 마스터,BBS_TYPE,게시판 유형,VARCHAR,20,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_BBS_MST,게시판 마스터,SYS_CRT_USR_ID,시스템생성자ID,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_BBS_MST,게시판 마스터,SYS_CRT_DT,시스템생성일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_BBS_MST,게시판 마스터,SYS_UPD_USR_ID,시스템수정자ID,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SYS_BBS_MST,게시판 마스터,SYS_UPD_DT,시스템수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_BBS_BRD,게시판 게시물 정보,BOARD_ID,게시물 고유 ID (UUID),VARCHAR,50,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_BBS_BRD,게시판 게시물 정보,BBS_ID,소속 게시판 ID (FK),VARCHAR,50,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_BBS_BRD,게시판 게시물 정보,TITLE,글 제목,VARCHAR,200,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_BBS_BRD,게시판 게시물 정보,CONTENT,글 내용,LONGTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_BBS_BRD,게시판 게시물 정보,WRTR_NM,작성자 이름,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_BBS_BRD,게시판 게시물 정보,HIT_CNT,조회수,INT,,,,,0 null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SYS_BBS_BRD,게시판 게시물 정보,THMBNL,갤러리용 썸네일 경로,VARCHAR,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SYS_BBS_BRD,게시판 게시물 정보,SYS_CRT_USR_ID,시스템생성자ID,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SYS_BBS_BRD,게시판 게시물 정보,SYS_CRT_DT,시스템생성일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SYS_BBS_BRD,게시판 게시물 정보,SYS_UPD_USR_ID,시스템수정자ID,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,SYS_BBS_BRD,게시판 게시물 정보,SYS_UPD_DT,시스템수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,SYS_BBS_BRD,게시판 게시물 정보,FILE_UUID,파일 UUID,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_BBS_RPLY,게시판 댓글,REPLY_ID,댓글 ID,VARCHAR,50,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_BBS_RPLY,게시판 댓글,BOARD_ID,게시물 ID,VARCHAR,50,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_BBS_RPLY,게시판 댓글,PARENT_REPLY_ID,부모 댓글 ID,VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_BBS_RPLY,게시판 댓글,CONTENT,댓글 내용,TEXT,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_BBS_RPLY,게시판 댓글,WRTR_NM,작성자 이름,VARCHAR,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_BBS_RPLY,게시판 댓글,SYS_CRT_USR_ID,시스템 작성자ID,VARCHAR,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SYS_BBS_RPLY,게시판 댓글,SYS_CRT_DT,시스템생성일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SYS_BBS_RPLY,게시판 댓글,SYS_UPD_USR_ID,시스템수정자ID,VARCHAR,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SYS_BBS_RPLY,게시판 댓글,SYS_UPD_DT,시스템수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_EVT_LOG,CRUD 감사 로그 테이블,ID,로그 고유 ID,VARCHAR,50,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_EVT_LOG,CRUD 감사 로그 테이블,USER_ID,행위 수행자 ID,VARCHAR,50,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_EVT_LOG,CRUD 감사 로그 테이블,EMAIL,행위 수행자 email,VARCHAR,50,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_EVT_LOG,CRUD 감사 로그 테이블,ROLE,수행 당시 권한,VARCHAR,20,,,Y,,"ADMIN, MANAGER, USER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_EVT_LOG,CRUD 감사 로그 테이블,ACT_TYPE,작업 유형,VARCHAR,20,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_EVT_LOG,CRUD 감사 로그 테이블,TGT_TBL,대상 테이블명,VARCHAR,50,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SYS_EVT_LOG,CRUD 감사 로그 테이블,TGT_ID,대상 데이터의 PK,VARCHAR,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SYS_EVT_LOG,CRUD 감사 로그 테이블,BFR_DATA,변경 전 데이터,LONGTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SYS_EVT_LOG,CRUD 감사 로그 테이블,check,체크,VARCHAR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SYS_EVT_LOG,CRUD 감사 로그 테이블,AFT_DATA,변경 후 데이터,LONGTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_ACS_LOG,사용자 접속 및 기기 통계 테이블,ID,접속 고유 ID,VARCHAR,50,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_ACS_LOG,사용자 접속 및 기기 통계 테이블,USER_ID,접속 사용자 ID,VARCHAR,50,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_ACS_LOG,사용자 접속 및 기기 통계 테이블,EMAIL,접속 사용자 Email,VARCHAR,50,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_ACS_LOG,사용자 접속 및 기기 통계 테이블,SYS_LOGIN_DT,,DATETIME,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_ACS_LOG,사용자 접속 및 기기 통계 테이블,SYS_LOGOUT_DT,로그아웃 일시,TIMESTAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_ACS_LOG,사용자 접속 및 기기 통계 테이블,IP_ADDR,접속 IP,VARCHAR,45,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SYS_ACS_LOG,사용자 접속 및 기기 통계 테이블,DEV_TYPE,기기 유형,ENUM,,,,,'PC' null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SYS_ACS_LOG,사용자 접속 및 기기 통계 테이블,OS_NM,"운영체제 (Windows, Android 등)",VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SYS_ACS_LOG,사용자 접속 및 기기 통계 테이블,BRWSR_NM,"브라우저 (Chrome, Safari 등)",VARCHAR,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_FILE,공통파일,FILE_UUID,공통아이디,VARCHAR,36,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_FILE,공통파일,SYS_CRT_DT,시스템생성일시,DATETIME,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_FILE,공통파일,SYS_CRT_USR_ID,시스템생성자ID,VARCHAR,32,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_FILE,공통파일,SYS_UPD_DT,시스템수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_FILE,공통파일,SYS_UPD_USR_ID,시스템수정자ID,VARCHAR,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_FILE,공통파일,TEMP_YN,임시파일 여부,INT,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_FILE_DTL,공통 첨부파일 테이블,FILE_ID,파일아이디,VARCHAR,36,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_FILE_DTL,공통 첨부파일 테이블,FILE_UUID,공통아이디,VARCHAR,36,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_FILE_DTL,공통 첨부파일 테이블,FILE_NM,파일이름,VARCHAR,3000,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_FILE_DTL,공통 첨부파일 테이블,FILE_SZ,파일크기,VARCHAR,10,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_FILE_DTL,공통 첨부파일 테이블,FILE_EXT,파일확장자,VARCHAR,50,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_FILE_DTL,공통 첨부파일 테이블,FILE_PATH,파일경로,VARCHAR,1000,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SYS_FILE_DTL,공통 첨부파일 테이블,SYS_CRT_DT,시스템생성일시,DATETIME,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SYS_FILE_DTL,공통 첨부파일 테이블,SYS_CRT_USR_ID,시스템생성자ID,VARCHAR,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SYS_FILE_DTL,공통 첨부파일 테이블,SYS_UPD_DT,시스템수정일시,DATETIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SYS_FILE_DTL,공통 첨부파일 테이블,SYS_UPD_USR_ID,시스템수정자ID,VARCHAR,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,SYS_FILE_DTL,공통 첨부파일 테이블,MENU_CD,메뉴코드,VARCHAR,10,,,,,common_menu tbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_ICON,아이콘,ICON_CD,아이콘 코드,VARCHAR,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_ICON,아이콘,ICON_NM,아이콘 이름,VARCHAR,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_ICON,아이콘,ICON_CLS,클래스명,VARCHAR,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_SITE_CFG,사이트 환경 설정,CFG_GRP_ID,설정그룹아이디,VARCHAR,100,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_SITE_CFG,사이트 환경 설정,CFG_KEY,설정키,VARCHAR,500,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_SITE_CFG,사이트 환경 설정,CFG_VAL,설정값,VARCHAR,100,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_SITE_CFG,사이트 환경 설정,DESCRIPTION,설명,VARCHAR,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_SITE_CFG,사이트 환경 설정,USE_YN,사용여부,CHAR,,,,Y,'0' not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_SITE_CFG,사이트 환경 설정,SYS_CRT_DT,시스템생성일시,DATETIME,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SYS_SITE_CFG,사이트 환경 설정,SYS_CRT_USR_ID,시스템생성자ID,VARCHAR,32,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SYS_SITE_CFG,사이트 환경 설정,SYS_UPD_DT,시스템수정일시,DATETIME,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,SYS_SITE_CFG,사이트 환경 설정,SYS_UPD_USR_ID,시스템수정자ID,VARCHAR,32,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_SITE_CFG_GRP,사이트 환경 설정 그룹,CFG_GRP_ID,설정그룹아이디,VARCHAR,100,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_SITE_CFG_GRP,사이트 환경 설정 그룹,CFG_GRP_NM,설정그룹이름,VARCHAR,255,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_SITE_CFG_GRP,사이트 환경 설정 그룹,USE_YN,사용여부,CHAR,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_SITE_CFG_GRP,사이트 환경 설정 그룹,SYS_CRT_DT,시스템생성일시,DATETIME,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_SITE_CFG_GRP,사이트 환경 설정 그룹,SYS_CRT_USR_ID,시스템생성자ID,VARCHAR,32,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_SITE_CFG_GRP,사이트 환경 설정 그룹,SYS_UPD_DT,시스템수정일시,DATETIME,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SYS_SITE_CFG_GRP,사이트 환경 설정 그룹,SYS_UPD_USR_ID,시스템수정자ID,VARCHAR,32,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_TOKEN,토큰 관리,ID,시퀀스 아이디,BIGINT,,Y,,,,auto_increment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_TOKEN,토큰 관리,EXP,만료 여부,TINYINT,1,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_TOKEN,토큰 관리,REVOK,폐기 여부,TINYINT,1,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_TOKEN,토큰 관리,USER_ID,COMMON_USER 참조,BIGINT,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_TOKEN,토큰 관리,TOKEN,토큰값,VARCHAR,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_TOKEN,토큰 관리,TOKEN_TYPE,,VARCHAR,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SYS_TOKEN_SEQ,토큰 시퀀스,NXT_NOT_CHCD_VAL,캐시되지 않은 다음 값,BIGINT,21,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,SYS_TOKEN_SEQ,토큰 시퀀스,MIN_VAL,최소값,BIGINT,21,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,SYS_TOKEN_SEQ,토큰 시퀀스,MAX_VAL,최대값,BIGINT,21,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,SYS_TOKEN_SEQ,토큰 시퀀스,START_VAL,시작값,BIGINT,21,,,Y,,시퀀스 생성 시 또는 RESTART 사용 시 값,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,SYS_TOKEN_SEQ,토큰 시퀀스,INCR,증가값,BIGINT,21,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,SYS_TOKEN_SEQ,토큰 시퀀스,CACHE_SZ,캐시 크기,BIGINT,21,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SYS_TOKEN_SEQ,토큰 시퀀스,CYCLE_OPT,사이클옵션,TINYINT,1,,,Y,,"0: 사이클 불가, 1: 최대값 통과 시 새 사이클 시작",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SYS_TOKEN_SEQ,토큰 시퀀스,CYCLE_CNT,사이클 횟수,BIGINT,21,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,REG_SRVC,등록서비스정보,SRVC_CD,서비스코드,VARCHAR,6,Y,,Y,,자동차유형코드(1)+SYSTEM_SERVICE.ID(2)+일련번호(3),"SYSTEM_SERVICE.CODE, SYSTEM_SERVICE.ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,REG_SRVC,등록서비스정보,FEE_APLCN_YMD,수수료적용일자,VARCHAR,8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,REG_SRVC,등록서비스정보,FEE_EXPRY_YMD,수수료만료일자,VARCHAR,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,REG_SRVC,등록서비스정보,SRVC_NM,서비스명,VARCHAR,255,,,,,,SYSTEM_SERVICE.NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,REG_SRVC,등록서비스정보,VAT_AMT,부과세금액,BIGINT,,,,,,등록비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,REG_SRVC,등록서비스정보,CTRY_STMTX_AMT,국가인지세금액,BIGINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,REG_SRVC,등록서비스정보,SRVC_FEE_AMT,서비스수수료금액,BIGINT,,,,,,,SYSTEM_SERVICE.FEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,REG_SRVC,등록서비스정보,GRAMT,총금액,BIGINT,,,,,,서비스수수료금액+부과세금액+국가인지세금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,REG_SRVC,등록서비스정보,VAT_INCL_AMT,부과세포함금액,BIGINT,,,,,,서비스수수료금액+부과세금액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,REG_SRVC,등록서비스정보,SRVC_PREFIX,서비스PREFIX,VARCHAR,255,,,,,,SYSTEM_SERVICE.SERVICEPREFIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,REG_SRVC,등록서비스정보,ICON,아이콘,VARCHAR,100,,,,,,SYSTEM_SERVICE.ICON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,REG_SRVC,등록서비스정보,VIEW_SEQ,뷰순서,INT,,,,,,,SYSTEM_SERVICE.VIEW_ORDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,REG_SRVC,등록서비스정보,DSCTN,내역,VARCHAR,100,,,,,,SYSTEM_SERVICE.DESCRIPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,REG_SRVC,등록서비스정보,URL,URL,VARCHAR,200,,,,,,SYSTEM_SERVICE.URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,REG_SRVC,등록서비스정보,GROUP_NM,그룹명,VARCHAR,20,,,,,,SYSTEM_SERVICE.GROUP_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,REG_SRVC,등록서비스정보,USE_YN,사용여부,CHAR,1,,,,default 'Y',,SYSTEM_SERVICE.DELETED_AT, null 이면 'Y' 아니면 'N',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,REG_SRVC,등록서비스정보,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,SYSTEM_SERVICE.CREATEDBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,REG_SRVC,등록서비스정보,REG_DT,등록일시,DATETIME,,,,,default NOW(),,SYSTEM_SERVICE.CREATEDDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,REG_SRVC,등록서비스정보,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,SYSTEM_SERVICE.UPDATEDBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,REG_SRVC,등록서비스정보,MDFCN_DT,수정일시,DATETIME,,,,,,,SYSTEM_SERVICE.MODIFIEDDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,REG_VHCL_MNFCTR,자동차제작사정보,MNFCTR_CD,제작사코드,VARCHAR,8,Y,,Y,,국가코드(3) + 일련번호(5),REG_MARK.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,REG_VHCL_MNFCTR,자동차제작사정보,MNFCTR_NM,제작사명,VARCHAR,100,,,Y,,,REG_MARK.NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,REG_VHCL_MNFCTR,자동차제작사정보,NTN_CD,국가코드,VARCHAR,3,,SYS_CD_GRP.GRP_ID,,,GRP_ID= '018',REG_MARK.COUNTRY_ID,REF_COUNTRY.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,REG_VHCL_MNFCTR,자동차제작사정보,MNFCTR_SE,제작사구분,VARCHAR,1,,,,,"1: 생산자, 2:수입업자, 9:기타",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,REG_VHCL_MNFCTR,자동차제작사정보,BFR_MNFCTR_CD,이전_제작사코드,VARCHAR,8,,REG_VHCL_MNFCTR.MNFCTR_CD,,,,REG_MARK.OLD_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,REG_VHCL_MNFCTR,자동차제작사정보,USE_YN,사용여부,CHAR,1,,,,default 'Y',,REG_MARK.STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,REG_VHCL_MNFCTR,자동차제작사정보,RGTR_ID,등록자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,REG_MARK.CREATED_BY,SYSTEM_USER.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,REG_VHCL_MNFCTR,자동차제작사정보,REG_DT,등록일시,DATETIME,,,,,default NOW(),,REG_MARK.CREATED_DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,REG_VHCL_MNFCTR,자동차제작사정보,MDFR_ID,수정자ID,VARCHAR,20,,SYS_USER.USER_ID,,,,REG_MARK.UPDATED_BY,SYSTEM_USER.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
